number,kss,pupil,Diahyoujunn,Pupil_LowFreq,eeg,hr,eda,SCR,SCL_Ansei
42693,6,3.734,-1.779517886,,,999,17.58353259,0.307971906,22.35145913
42694,6,5.47,1.255047897,,,999,17.58131671,0.316537762,22.34664382
42695,6,4.03,-1.262103444,,,999,17.57907971,0.320733061,22.34178264
42696,6,-0.067,-8.423748612,,,999,17.57727824,0.323051288,22.33786788
42697,6,4.949,0.344328557,,,999,17.57501161,0.323150213,22.33294228
42698,6,3.843,-1.588983514,,,999,17.57273696,0.321775457,22.32799927
42699,6,4.445,-0.536674412,,,999,17.57090505,0.317897326,22.32401835
42700,6,4.571,-0.316423669,,,999,17.56860395,0.310681153,22.31901785
42701,6,4.643,-0.190566102,,,999,17.56814648,0.310872419,22.31802372
42702,6,4.676,-0.132881384,,,999,17.56632591,0.317017355,22.31406747
42703,6,4.607,-0.253494886,,,999,17.56451645,0.329931841,22.31013534
42704,6,4.785,0.057652988,,,999,17.56226313,0.351728209,22.30523867
42705,6,-0.067,-8.423748612,,,999,17.56046551,0.368064249,22.30133229
42706,6,4.807,0.096109467,,,999,17.55821073,0.373312102,22.29643246
42707,6,4.717,-0.061212492,,,999,17.55596914,0.377643106,22.29156127
42708,6,4.71,-0.073448644,,,999,17.55418104,0.376730293,22.28767557
42709,6,4.802,0.087369358,,,999,17.55193271,0.376507016,22.28278974
42710,6,4.747,-0.008771839,,,999,17.54967718,0.373918529,22.27788827
42711,6,4.795,0.075133206,,,999,17.54786958,0.366893961,22.2739602
42712,6,4.807,0.096109467,,,999,17.54606403,0.362727807,22.27003658
42713,6,4.76,0.013952444,,,999,17.54426835,0.366663395,22.26613439
42714,6,4.781,0.050660901,,,999,17.54247551,0.374362256,22.2622384
42715,6,4.778,0.045416836,,,999,17.54023517,0.388749418,22.25736994
42716,6,4.79,0.066393097,,,999,17.53842888,0.400470084,22.25344469
42717,6,4.742,-0.017511948,,,999,17.53660601,0.411422675,22.24948343
42718,6,4.758,0.0104564,,,999,17.53477642,0.42616171,22.24550758
42719,6,4.733,-0.033244144,,,999,17.53293477,0.443453188,22.24150551
42720,6,4.756,0.006960357,,,999,17.53108986,0.452322974,22.23749633
42721,6,4.723,-0.050724361,,,999,17.52924184,0.452616061,22.23348043
42722,6,4.673,-0.138125449,,,999,17.52691598,0.446508461,22.22842612
42723,6,4.643,-0.190566102,,,967,17.52504657,0.434543061,22.22436372
42724,6,4.618,-0.234266646,,,967,17.52272136,0.435574029,22.21931085
42725,6,4.592,-0.279715212,,,967,17.52086556,0.443335449,22.21527802
42726,6,4.578,-0.304187517,,,967,17.51900927,0.449585952,22.21124413
42727,6,4.541,-0.368864322,,,967,17.51715379,0.457742267,22.207212
42728,6,4.536,-0.377604431,,,967,17.51528763,0.459444249,22.20315667
42729,6,4.51,-0.423052997,,,967,17.51294855,0.457765355,22.19807363
42730,6,4.498,-0.444029258,,,967,17.51107734,0.457415152,22.19400732
42731,6,4.443,-0.540170455,,,967,17.50917615,0.457744553,22.18987587
42732,6,4.427,-0.568138803,,,967,17.50672313,0.463159173,22.18454525
42733,6,4.418,-0.583870999,,,967,17.50472483,0.468070053,22.18020276
42734,6,4.377,-0.655539892,,,967,17.50268245,0.474407956,22.17576448
42735,6,4.404,-0.608343304,,,967,17.50216792,0.475977704,22.17464636
42736,6,4.399,-0.617083413,,,967,17.49958924,0.48228383,22.16904264
42737,6,4.381,-0.648547805,,,967,17.49749964,0.486668914,22.16450177
42738,6,4.367,-0.673020109,,,967,17.49536607,0.492067458,22.15986533
42739,6,4.375,-0.659035935,,,967,17.49266895,0.497630335,22.15400423
42740,6,4.379,-0.652043848,,,967,17.49050625,0.499758454,22.14930448
42741,6,4.428,-0.566390782,,,967,17.48832735,0.500419413,22.14456954
42742,6,4.41,-0.597855173,,,967,17.48558026,0.498940058,22.13859988
42743,6,4.429,-0.56464276,,,967,17.48334393,0.495460812,22.13374012
42744,6,4.445,-0.536674412,,,967,17.48049563,0.487944647,22.12755052
42745,6,4.441,-0.543666499,,,967,17.47819236,0.478833979,22.1225453
42746,6,4.46,-0.510454085,,,967,17.47528047,0.466589145,22.11621749
42747,6,4.459,-0.512202107,,,967,17.47296279,0.466278827,22.11118096
42748,6,4.497,-0.44577728,,,967,17.47006537,0.473335191,22.1048846
42749,6,4.532,-0.384596518,,,967,17.46773747,0.482902683,22.09982587
42750,6,4.547,-0.358376192,,,967,17.46481148,0.487316754,22.09346744
42751,6,4.55,-0.353132126,,,910,17.46244832,0.477075086,22.08833207
42752,6,4.563,-0.330407844,,,910,17.46185621,0.473677042,22.08704536
42753,6,4.574,-0.311179604,,,910,17.45889667,0.456482677,22.08061402
42754,6,4.602,-0.262234995,,,910,17.45651092,0.435564837,22.07542956
42755,6,4.6,-0.265731038,,,910,17.45408181,0.410815543,22.0701509
42756,6,4.587,-0.288455321,,,910,17.45162043,0.380793084,22.0648021
42757,6,4.609,-0.249998842,,,910,17.44850716,0.330756613,22.05803667
42758,6,4.638,-0.199306211,,,910,17.4459921,0.302864258,22.05257123
42759,6,4.632,-0.209794342,,,910,17.44347077,0.307608308,22.04709213
42760,6,4.647,-0.183574015,,,910,17.44092922,0.330325573,22.04156912
42761,6,4.669,-0.145117537,,,910,17.43771606,0.381592405,22.03458664
42762,6,4.684,-0.11889721,,,910,17.43514968,0.395797744,22.02900966
42763,6,4.676,-0.132881384,,,910,17.43194925,0.370311863,22.02205482
42764,6,4.696,-0.097920949,,,910,17.42874597,0.340251227,22.01509381
42765,6,4.741,-0.019259969,,,910,17.42618303,0.306168119,22.00952431
42766,6,4.712,-0.069952601,,,910,17.42359952,0.295045648,22.0039101
42767,6,4.711,-0.071700622,,,910,17.42035811,0.292677123,21.99686624
42768,6,4.728,-0.041984252,,,910,17.4171164,0.284286728,21.98982172
42769,6,4.731,-0.036740187,,,910,17.41450424,0.283273522,21.98414525
42770,6,4.757,0.008708379,,,910,17.41121663,0.285572539,21.97700098
42771,6,4.77,0.031432662,,,910,17.4105568,0.287545586,21.9755671
42772,6,4.795,0.075133206,,,910,17.40790891,0.299904073,21.969813
42773,6,4.781,0.050660901,,,910,17.40458454,0.315541809,21.96258885
42774,6,4.806,0.094361445,,,910,17.40192492,0.315320065,21.95680924
42775,6,4.811,0.103101554,,,910,17.39858919,0.310889913,21.9495604
42776,6,4.802,0.087369358,,,910,17.39591155,0.302952026,21.94374166
42777,6,4.764,0.020944531,,,910,17.39251738,0.29727677,21.93636581
42778,6,4.758,0.0104564,,,910,17.38907257,0.294587451,21.92887993
42779,6,4.755,0.005212335,,,920,17.38629152,0.28850498,21.92283647
42780,6,4.713,-0.068204579,,,920,17.3827797,0.281222481,21.91520494
42781,6,4.741,-0.019259969,,,920,17.38066229,0.277932059,21.91060362
42782,6,4.687,-0.113653145,,,920,17.37782111,0.273839368,21.90442948
42783,6,4.726,-0.045480296,,,920,17.37422788,0.269764396,21.89662107
42784,6,4.723,-0.050724361,,,920,17.37133802,0.26638098,21.89034115
42785,6,4.724,-0.048976339,,,920,17.36844693,0.261485396,21.88405855
42786,6,4.711,-0.071700622,,,920,17.36554538,0.256364833,21.87775322
42787,6,4.696,-0.097920949,,,920,17.36190298,0.25022576,21.86983795
42788,6,4.716,-0.062960514,,,920,17.358964,0.245494216,21.86345128
42789,6,4.706,-0.080440731,,,920,17.35525614,0.240156205,21.85539377
42790,6,4.727,-0.043732274,,,920,17.35451226,0.239068393,21.85377726
42791,6,4.681,-0.124141275,,,920,17.35152721,0.234761421,21.84729047
42792,6,4.703,-0.085684797,,,920,17.3485352,0.230626592,21.84078855
42793,6,4.713,-0.068204579,,,920,17.34483081,0.225612164,21.83273858
42794,6,4.702,-0.087432818,,,920,17.34114177,0.22087366,21.82472196
42795,6,4.716,-0.062960514,,,920,17.33820329,0.217354289,21.81833639
42796,6,4.739,-0.022756013,,,920,17.33526087,0.212470417,21.81194224
42797,6,4.728,-0.041984252,,,920,17.33157942,0.204417897,21.80394212
42798,6,4.729,-0.040236231,,,920,17.32791963,0.195149757,21.79598905
42799,6,4.739,-0.022756013,,,920,17.32499307,0.188641605,21.78962939
42800,6,4.776,0.041920792,,,920,17.3220421,0.18963376,21.78321665
42801,6,4.781,0.050660901,,,920,17.31907809,0.195801703,21.7767756
42802,6,4.766,0.024440575,,,920,17.31536397,0.207741063,21.76870448
42803,6,4.795,0.075133206,,,920,17.31313244,0.213751094,21.76385516
42804,6,4.785,0.057652988,,,920,17.30943288,0.20569962,21.75581569
42805,6,4.746,-0.010519861,,,920,17.30647612,0.191493067,21.74939037
42806,6,4.783,0.054156945,,,920,17.30277566,0.167250312,21.74134895
42807,6,4.777,0.043668814,,,936,17.29979779,0.156289489,21.73487777
42808,6,4.754,0.003464313,,,936,17.2967989,0.156291272,21.7283609
42809,6,4.753,0.001716292,,,936,17.29379145,0.156278264,21.72182545
42810,6,4.736,-0.028000078,,,936,17.29076935,0.160954206,21.71525814
42811,6,4.743,-0.015763926,,,936,17.28774087,0.164279213,21.70867699
42812,6,4.736,-0.028000078,,,936,17.28394605,0.16611758,21.70043049
42813,6,4.729,-0.040236231,,,936,17.28089319,0.172547027,21.69379634
42814,6,4.731,-0.036740187,,,936,17.27783079,0.179749819,21.68714148
42815,6,4.747,-0.008771839,,,936,17.27401764,0.17916816,21.67885517
42816,6,4.74,-0.021007991,,,936,17.27097278,0.173518654,21.67223841
42817,6,4.738,-0.024504035,,,936,17.26792702,0.165113024,21.6656197
42818,6,4.717,-0.061212492,,,936,17.2648825,0.153964239,21.65900366
42819,6,4.716,-0.062960514,,,936,17.26182496,0.147665404,21.65235936
42820,6,4.801,0.085621336,,,936,17.25799569,0.141007963,21.644038
42821,6,4.689,-0.110157101,,,936,17.2549331,0.133588455,21.63738272
42822,6,4.696,-0.097920949,,,936,17.25106937,0.128951072,21.6289865
42823,6,4.678,-0.129385341,,,936,17.24793743,0.130155794,21.62218051
42824,6,4.629,-0.215038407,,,936,17.24478253,0.134824191,21.61532462
42825,6,4.719,-0.057716448,,,936,17.24159577,0.144182688,21.6083995
42826,6,4.7,-0.090928862,,,936,17.23759831,0.147725056,21.59971265
42827,6,4.678,-0.129385341,,,936,17.23519154,0.145592706,21.59448253
42828,6,4.707,-0.078692709,,,936,17.23195605,0.143243776,21.58745151
42829,6,4.665,-0.152109624,,,936,17.22788027,0.136670045,21.57859449
42830,6,4.368,-0.671272088,,,936,17.22461457,0.131655303,21.57149781
42831,6,4.312,-0.769161306,,,936,17.22133944,0.126392191,21.56438067
42832,6,4.28,-0.825098003,,,936,17.21722738,0.115143325,21.55544479
42833,6,4.202,-0.9614437,,,936,17.21309189,0.101470079,21.54645799
42834,6,4.167,-1.022624462,,,936,17.2122588,0.09877665,21.54464762
42835,6,4.148,-1.055836876,,,941,17.2089125,0.086850061,21.5373758
42836,6,4.154,-1.045348745,,,941,17.20555076,0.073308347,21.53007044
42837,6,4.117,-1.11002555,,,941,17.20216942,0.05839103,21.52272247
42838,6,4.094,-1.150230051,,,941,17.19795191,0.043297111,21.51355745
42839,6,4.046,-1.234135096,,,941,17.1945859,0.034057251,21.5062428
42840,6,4.365,-0.676516153,,,941,17.19037009,0.024142513,21.49708146
42841,6,4.316,-0.762169219,,,941,17.18615143,0.014815251,21.48791394
42842,6,4.498,-0.444029258,,,941,17.18276227,0.003134065,21.48054899
42843,6,4.121,-1.103033463,,,941,17.17852243,0.012430764,21.47133543
42844,6,4.167,-1.022624462,,,941,17.17513011,0.025615747,21.4639636
42845,6,4.401,-0.613587369,,,941,17.17171425,0.031286345,21.45654064
42846,6,4.819,0.117085728,,,941,17.16741271,0.02721164,21.44719301
42847,6,4.278,-0.828594046,,,941,17.16395539,0.020104874,21.43967993
42848,6,4.313,-0.767413285,,,941,17.15960871,0.008183132,21.43023421
42849,6,4.339,-0.721964719,,,941,17.15613044,0.018171134,21.42267562
42850,6,4.354,-0.695744392,,,941,17.15264517,0.039998958,21.4151018
42851,6,4.362,-0.681760218,,,941,17.14914327,0.065452611,21.40749187
42852,6,4.371,-0.666028022,,,941,17.14568695,0.094222427,21.39998095
42853,6,4.36,-0.685256262,,,941,17.14242865,0.102418984,21.39290038
42854,6,4.39,-0.632815609,,,941,17.13931628,0.099223733,21.38613693
42855,6,4.401,-0.613587369,,,941,17.13557341,0.094336272,21.37800333
42856,6,4.406,-0.604847261,,,941,17.13196995,0.092282867,21.37017268
42857,6,4.42,-0.580374956,,,941,17.12913043,0.103401878,21.36400214
42858,6,4.446,-0.53492639,,,941,17.12642894,0.112628769,21.35813157
42859,6,4.426,-0.569886825,,,941,17.12384502,0.124543012,21.35251647
42860,6,4.408,-0.601351217,,,941,17.12126532,0.130902469,21.34691054
42861,6,4.497,-0.44577728,,,941,17.11806041,0.129869035,21.33994598
42862,6,4.509,-0.424801019,,,941,17.11493506,0.128415171,21.33315433
42863,6,4.498,-0.444029258,,,941,17.11493506,0.128415171,21.33315433
42864,6,4.532,-0.384596518,,,945,17.1124938,0.125519675,21.32784924
42865,6,4.547,-0.358376192,,,945,17.10964995,0.127320283,21.32166931
42866,6,4.546,-0.360124214,,,945,17.1074833,0.130160004,21.31696097
42867,6,4.532,-0.384596518,,,945,17.10538696,0.132492121,21.31240544
42868,6,4.577,-0.305935539,,,945,17.1027783,0.13321486,21.30673658
42869,6,4.549,-0.354880148,,,945,17.10063349,0.129718445,21.30207571
42870,6,4.546,-0.360124214,,,945,17.09851648,0.125625863,21.29747526
42871,6,4.553,-0.347888061,,,945,17.0963899,0.119807581,21.292854
42872,6,4.58,-0.300691474,,,945,17.09380521,0.109299122,21.28723724
42873,6,4.568,-0.321667735,,,945,17.09179189,0.098366269,21.28286212
42874,6,4.572,-0.314675648,,,945,17.08926295,0.080564621,21.27736651
42875,6,4.613,-0.243006755,,,945,17.08776767,0.068799295,21.27411712
42876,6,4.576,-0.307683561,,,945,17.0859171,0.063832655,21.27009567
42877,6,4.587,-0.288455321,,,945,17.08375392,0.067461278,21.26539489
42878,6,4.542,-0.367116301,,,945,17.08172749,0.077820106,21.26099128
42879,6,4.536,-0.377604431,,,945,17.08018307,0.085419987,21.2576351
42880,6,4.553,-0.347888061,,,945,17.07864938,0.082706703,21.25430225
42881,6,4.573,-0.312927626,,,945,17.0768298,0.076787782,21.25034814
42882,6,4.553,-0.347888061,,,945,17.07545823,0.069971803,21.2473676
42883,6,4.561,-0.333903887,,,945,17.07403609,0.061689387,21.24427716
42884,6,4.569,-0.319919713,,,945,17.07256197,0.052359845,21.24107377
42885,6,4.563,-0.330407844,,,945,17.0710761,0.038597831,21.23784483
42886,6,4.572,-0.314675648,,,945,17.06916483,0.016651144,21.23369147
42887,6,4.581,-0.298943452,,,945,17.06769518,0.006710628,21.2304978
42888,6,4.612,-0.244754777,,,945,17.06588749,0.0000436,21.22656951
42889,6,4.621,-0.229022581,,,945,17.0644081,0.003651482,21.22335466
42890,6,4.624,-0.223778516,,,945,17.0629458,0.004634398,21.22017696
42891,6,4.615,-0.239510712,,,945,17.06154873,0.008069133,21.217141
42892,6,4.607,-0.253494886,,,945,17.0601917,0.011645717,21.21419205
42893,6,4.671,-0.141621493,,,946,17.05854081,0.011801684,21.21060451
42894,6,4.599,-0.26747906,,,946,17.05723598,0.012197138,21.207769
42895,6,4.584,-0.293699386,,,946,17.05590565,0.014279532,21.20487809
42896,6,4.609,-0.249998842,,,946,17.05425835,0.01750304,21.20129834
42897,6,4.592,-0.279715212,,,946,17.05295372,0.02107069,21.19846327
42898,6,4.582,-0.29719543,,,946,17.05176531,0.024067592,21.19588075
42899,6,4.601,-0.263983016,,,946,17.0507026,0.026574725,21.19357138
42900,6,4.583,-0.295447408,,,946,17.04947359,0.030755199,21.19090063
42901,6,4.595,-0.274471147,,,946,17.04860283,0.034651469,21.18900839
42902,6,4.579,-0.302439495,,,946,17.04776297,0.040058474,21.18718329
42903,6,4.596,-0.272723125,,,946,17.04679753,0.04880839,21.18508531
42904,6,4.601,-0.263983016,,,946,17.04613802,0.057055171,21.18365212
42905,6,4.607,-0.253494886,,,946,17.04553168,0.065603059,21.1823345
42906,6,4.602,-0.262234995,,,946,17.04490329,0.071141422,21.18096895
42907,6,4.614,-0.241258734,,,946,17.04428702,0.074937012,21.17962974
42908,6,4.603,-0.260486973,,,946,17.0435606,0.078960842,21.17805118
42909,6,4.624,-0.223778516,,,946,17.04303127,0.081976119,21.17690089
42910,6,4.627,-0.218534451,,,946,17.04250086,0.088080591,21.17574825
42911,6,4.61,-0.248250821,,,946,17.04211894,0.092415795,21.1749183
42912,6,4.617,-0.236014668,,,946,17.04178811,0.096776081,21.17419939
42913,6,4.644,-0.188818081,,,946,17.04169969,0.097870656,21.17400725
42914,6,4.632,-0.209794342,,,946,17.04114153,0.103326828,21.17279431
42915,6,4.626,-0.220282472,,,946,17.04061298,0.107660439,21.17164571
42916,6,4.631,-0.211542364,,,946,17.04006281,0.112357834,21.17045015
42917,6,4.642,-0.192314124,,,798,17.03931238,0.118791912,21.16881941
42918,6,4.651,-0.176581928,,,798,17.03872188,0.124751494,21.1675362
42919,6,4.679,-0.127637319,,,798,17.03791993,0.133099175,21.16579348
42920,6,4.642,-0.192314124,,,798,17.03721416,0.140576686,21.16425977
42921,6,4.659,-0.162597754,,,798,17.03656589,0.144569181,21.16285103
42922,6,4.723,-0.050724361,,,798,17.03582714,0.144538586,21.16124565
42923,6,4.711,-0.071700622,,,798,17.03510831,0.141640308,21.15968357
42924,6,4.726,-0.045480296,,,798,17.03455052,0.136913196,21.15847144
42925,6,4.727,-0.043732274,,,798,17.03392322,0.133295554,21.15710827
42926,6,4.741,-0.019259969,,,798,17.03326175,0.129343962,21.15567083
42927,6,4.755,0.005212335,,,798,17.03244666,0.121378599,21.15389956
42928,6,4.749,-0.005275795,,,798,17.03181625,0.114416458,21.15252964
42929,6,4.758,0.0104564,,,798,17.03112903,0.10550414,21.15103625
42930,6,4.761,0.015700466,,,798,17.03060493,0.097901964,21.14989731
42931,6,4.777,0.043668814,,,798,17.03012187,0.090154796,21.14884758
42932,6,4.761,0.015700466,,,798,17.02988582,0.084770523,21.14833464
42933,6,4.765,0.022692553,,,798,17.02941996,0.069934573,21.14732227
42934,6,4.792,0.06988914,,,798,17.02897424,0.051061137,21.1463537
42935,6,4.757,0.008708379,,,798,17.02847911,0.023673417,21.14527772
42936,6,4.773,0.036676727,,,798,17.02796256,0.005270887,21.14415521
42937,6,4.794,0.073385184,,,798,17.02749974,0.026832267,21.14314945
42938,6,4.799,0.082125293,,,702,17.02702787,0.050371115,21.14212406
42939,6,4.793,0.071637162,,,702,17.02640336,0.080628921,21.14076693
42940,6,4.78,0.048912879,,,702,17.02582321,0.1088562,21.13950622
42941,6,4.764,0.020944531,,,702,17.0253746,0.130121845,21.13853134
42942,6,4.79,0.066393097,,,702,17.02479049,0.154674938,21.13726203
42943,6,4.754,0.003464313,,,702,17.02439653,0.175551581,21.1364059
42944,6,4.801,0.085621336,,,702,17.02432559,0.181755799,21.13625175
42945,6,4.795,0.075133206,,,702,17.02405543,0.214818754,21.13566467
42946,6,4.534,-0.381100475,,,702,17.02392353,0.241770445,21.13537803
42947,6,4.631,-0.211542364,,,702,17.02390399,0.270635541,21.13533557
42948,6,4.714,-0.066456557,,,702,17.02389837,0.300281298,21.13532335
42949,6,4.851,0.173022425,,,702,17.02398256,0.325802878,21.13550631
42950,6,4.771,0.033180683,,,702,17.02416028,0.345187685,21.13589251
42951,6,4.522,-0.402076736,,,702,17.02442199,0.371590808,21.13646125
42952,6,4.749,-0.005275795,,,702,17.0246444,0.397425445,21.13694455
42953,6,4.794,0.073385184,,,702,17.02497683,0.430093509,21.13766694
42954,6,4.88,0.223715056,,,702,17.02536541,0.463085803,21.13851138
42955,6,4.881,0.225463077,,,702,17.02578537,0.481121462,21.13942398
42956,6,4.858,0.185258577,,,702,17.02590404,0.484578449,21.13968187
42957,6,4.869,0.204486816,,,702,17.02641043,0.496840056,21.14078229
42958,6,4.867,0.200990773,,,663,17.02711792,0.507819961,21.14231974
42959,6,4.831,0.138061989,,,663,17.0276619,0.517320359,21.14350184
42960,6,4.868,0.202738795,,,663,17.02816445,0.528765584,21.14459395
42961,6,4.81,0.101353532,,,663,17.02867873,0.537622266,21.14571152
42962,6,4.819,0.117085728,,,663,17.02930209,0.547778005,21.14706613
42963,6,4.777,0.043668814,,,663,17.02984186,0.56051325,21.1482391
42964,6,4.824,0.125825837,,,663,17.03054402,0.580802848,21.14976496
42965,6,4.761,0.015700466,,,663,17.03108811,0.600306975,21.15094731
42966,6,4.705,-0.082188753,,,663,17.03181964,0.625554356,21.152537
42967,6,4.684,-0.11889721,,,663,17.03250889,0.639569249,21.15403479
42968,6,4.637,-0.201054233,,,663,17.03325646,0.652282533,21.15565934
42969,6,4.645,-0.187070059,,,663,17.03405777,0.665213289,21.15740065
42970,6,4.678,-0.129385341,,,663,17.0350967,0.680587412,21.15965834
42971,6,4.53,-0.388092562,,,663,17.03592634,0.693753002,21.16146124
42972,6,4.518,-0.409068823,,,663,17.03703167,0.708058843,21.16386322
42973,6,4.529,-0.389840584,,,663,17.03793983,0.718067175,21.16583672
42974,6,4.508,-0.426549041,,,663,17.03893489,0.723816932,21.16799907
42975,6,4.483,-0.470249585,,,663,17.03964874,0.723569928,21.16955034
42976,6,4.445,-0.536674412,,,663,17.04031806,0.720182246,21.17100483
42977,6,4.422,-0.576878912,,,663,17.04108627,0.71494453,21.17267422
42978,6,4.421,-0.578626934,,,652,17.04124647,0.715344937,21.17302236
42979,6,4.419,-0.582122978,,,652,17.04187599,0.718653068,21.17439037
42980,6,4.349,-0.704484501,,,652,17.04257306,0.722906944,21.17590515
42981,6,4.293,-0.80237372,,,652,17.04308587,0.72834038,21.17701954
42982,6,4.265,-0.851318329,,,652,17.04362576,0.726074149,21.17819276
42983,6,4.26,-0.860058438,,,652,17.0441682,0.718467647,21.17937154
42984,6,4.246,-0.884530743,,,652,17.0448317,0.707989508,21.18081339
42985,6,4.228,-0.915995135,,,652,17.0453486,0.697403034,21.18193665
42986,6,4.236,-0.90201096,,,652,17.0458955,0.689023615,21.18312511
42987,6,4.237,-0.900262939,,,652,17.04628858,0.683184788,21.18397931
42988,6,4.243,-0.889774808,,,652,17.0467426,0.674961034,21.18496594
42989,6,4.268,-0.846074264,,,652,17.04716178,0.665987809,21.18587685
42990,6,4.297,-0.795381633,,,652,17.04765257,0.653917969,21.18694338
42991,6,4.321,-0.75342911,,,652,17.04815998,0.641266365,21.18804604
42992,6,4.328,-0.741192958,,,652,17.04871401,0.627110385,21.18924999
42993,6,4.373,-0.662531979,,,652,17.04939741,0.619645214,21.19073508
42994,6,4.403,-0.610091326,,,652,17.05008548,0.623027271,21.19223032
42995,6,4.433,-0.557650673,,,652,17.05083766,0.632790685,21.19386488
42996,6,4.448,-0.531430346,,,652,17.05141687,0.636275132,21.19512356
42997,6,4.482,-0.471997606,,,652,17.05192521,0.623250681,21.19622823
42998,6,4.511,-0.421304975,,,674,17.05204306,0.617589715,21.19648433
42999,6,4.493,-0.452769367,,,674,17.05262982,0.592223623,21.19775941
43000,6,4.529,-0.389840584,,,674,17.05305195,0.563367832,21.19867672
43001,6,4.561,-0.333903887,,,674,17.05351023,0.547519948,21.1996726
43002,6,4.556,-0.342643996,,,674,17.05398047,0.539442978,21.20069448
43003,6,4.57,-0.318171691,,,674,17.05452571,0.52578158,21.20187934
43004,6,4.598,-0.269227082,,,674,17.05509482,0.514154407,21.20311606
43005,6,4.586,-0.290203343,,,674,17.05561665,0.500249945,21.20425005
43006,6,4.619,-0.232518625,,,674,17.05617611,0.485871598,21.20546581
43007,6,4.61,-0.248250821,,,674,17.05693196,0.470356224,21.20710834
43008,6,4.616,-0.23776269,,,674,17.05754281,0.458303312,21.20843577
43009,6,4.628,-0.216786429,,,674,17.05815334,0.447556531,21.20976252
43010,6,4.647,-0.183574015,,,674,17.05880107,0.437023603,21.21117009
43011,6,4.647,-0.183574015,,,674,17.0594755,0.42705952,21.21263569
43012,6,4.653,-0.173085885,,,674,17.06015031,0.416295907,21.21410211
43013,6,4.657,-0.166093798,,,674,17.06099907,0.401567365,21.21594654
43014,6,4.664,-0.153857645,,,674,17.0618619,0.386664192,21.21782155
43015,6,4.656,-0.167841819,,,674,17.06274727,0.371477343,21.21974553
43016,6,4.671,-0.141621493,,,674,17.063497,0.360033641,21.22137477
43017,6,4.678,-0.129385341,,,674,17.06426893,0.348663536,21.22305224
43018,6,4.713,-0.068204579,,,674,17.06525857,0.334199768,21.22520282
43019,6,4.702,-0.087432818,,,674,17.06601304,0.322323849,21.22684235
43020,6,4.687,-0.113653145,,,674,17.06672123,0.310003748,21.22838131
43021,6,4.707,-0.078692709,,,674,17.0675855,0.294410548,21.23025944
43022,6,4.703,-0.085684797,,,674,17.06824122,0.282093256,21.23168439
43023,6,4.702,-0.087432818,,,674,17.06890711,0.274930057,21.23313143
43024,6,4.719,-0.057716448,,,674,17.06956937,0.2718235,21.23457058
43025,6,4.704,-0.083936775,,,861,17.06972912,0.271343851,21.23491772
43026,6,4.718,-0.05946447,,,861,17.07050445,0.272106386,21.23660259
43027,6,4.701,-0.08918084,,,861,17.07113218,0.273397705,21.23796671
43028,6,4.705,-0.082188753,,,861,17.07179592,0.271147523,21.23940907
43029,6,4.708,-0.076944688,,,861,17.07264257,0.268545663,21.24124891
43030,6,4.705,-0.082188753,,,861,17.07333917,0.266619159,21.24276269
43031,6,4.687,-0.113653145,,,861,17.07418096,0.260932683,21.24459199
43032,6,4.691,-0.106661058,,,861,17.07483413,0.253814862,21.24601138
43033,6,4.704,-0.083936775,,,861,17.07549925,0.24396135,21.24745674
43034,6,4.716,-0.062960514,,,861,17.07635801,0.229291874,21.2493229
43035,6,4.698,-0.094424905,,,861,17.07718444,0.222954384,21.25111881
43036,6,4.694,-0.101416992,,,861,17.07811044,0.219148212,21.25313109
43037,6,4.717,-0.061212492,,,861,17.07936112,0.214411461,21.25584893
43038,6,4.689,-0.110157101,,,861,17.08044021,0.216004304,21.25819389
43039,6,4.697,-0.096172927,,,861,17.08183209,0.228812263,21.26121859
43040,6,4.727,-0.043732274,,,861,17.08304573,0.245946927,21.26385593
43041,6,4.71,-0.073448644,,,861,17.08434186,0.270875165,21.26667253
43042,6,4.717,-0.061212492,,,861,17.0859569,0.289451156,21.27018215
43043,6,4.722,-0.052472383,,,861,17.08725438,0.295095163,21.27300171
43044,6,4.76,0.013952444,,,861,17.08892452,0.30213921,21.27663106
43045,6,4.727,-0.043732274,,,861,17.08926009,0.302450456,21.27736029
43046,6,4.749,-0.005275795,,,861,17.09065514,0.308049387,21.28039186
43047,6,4.733,-0.033244144,,,861,17.09253519,0.327886466,21.28447737
43048,6,4.756,0.006960357,,,861,17.09408777,0.34374031,21.28785127
43049,6,4.745,-0.012267882,,,861,17.09569786,0.361944048,21.29135016
43050,6,4.813,0.106597598,,,861,17.09769859,0.37610067,21.29569791
43051,6,4.757,0.008708379,,,861,17.09968949,0.380990398,21.30002431
43052,6,4.735,-0.0297481,,,861,17.10130976,0.383186678,21.30354531
43053,6,4.729,-0.040236231,,,861,17.10294005,0.383934663,21.30708808
43054,6,4.752,-3.17E-05,,,861,17.1046096,0.392676147,21.31071617
43055,6,4.738,-0.024504035,,,861,17.10672855,0.408891747,21.31532084
43056,6,4.741,-0.019259969,,,1031,17.10843017,0.422596072,21.31901861
43057,6,4.734,-0.031496122,,,1031,17.11018571,0.436547009,21.32283356
43058,6,4.748,-0.007023817,,,1031,17.11250333,0.449300685,21.32786996
43059,6,4.777,0.043668814,,,1031,17.11441657,0.460770626,21.33202759
43060,6,4.796,0.076881228,,,1031,17.11639876,0.472356717,21.33633508
43061,6,4.763,0.019196509,,,1031,17.11840238,0.480637682,21.34068911
